#OTU ID	B61	EXB033.A1201	G12_2E5_YaleRun2	G12_2E6_YaleRun2	G12_2E7_YaleRun2	G12_2E8_YaleRun2	G12_25_2E5_YaleRun1	G12_25_2E6_YaleRun1	G12_25_2E7_YaleRun1	G12_25_2E8_YaleRun1	G12_pub	LIB025.A1601	R31	R32A	R32B	R33	SMH005.A0101	SMH005.A0102	SMH007.A0101	SMH007.A0102	SMH008.A0101	SMH008.A0102	ERR5729614	ERR5729615	ERR5729616	ERR5729617	ERR5729618	ERR5729619	ERR5729620	ERR5729621	ERR5729622	ERR5729623	ERR5729624	ERR5729625	ERR5729626	ERR5729627	ERR5729628	ERR5729629	ERR5729630	ERR5729631	ERR5729632	ERR5729633	ERR5729634	ERR5729635	ERR5729636	ERR5729637	ERR5729638	ERR5729639	ERR5729640	ERR5729641	ERR5729642	ERR5729643	ERR5729644	ERR5729645	ERR5729646	ERR5729647	ERR5729648	ERR5729649	ERR5729650	ERR5729651	ERR5729652	ERR5729653	ERR5729654	ERR5729655	ERR5729656	ERR5729657	BAN001.A0101	BSQ001.A0101	DLV001.A0101	ECO002.B0101	ECO002.C0101	ECO004.B0101	ECO004.C0101	ECO006.B0101	ECO010.B0101	EMN001.A0101	FUM001.A0101	FUM002.A0101	FUM003.A0101	GDN001.A0101	GDN001.B0101	GUE001.A0101	LIS001.A0101	LIS003.A0101	OFN001.A0101	PES001.B0101	PLV001.A0101	RIG001.A0101	SPM001.A0101	SPM002.A0101	VLD001.A0101	WAL001.A0101	ZAF001.A0101	ARS001.A0101	ARS004.A0101	ARS005.A0101	ARS010.A0101	ARS011.A0101	ARS012.A0101	ARS013.A0101	ARS015.A0101	ARS017.A0101	ARS020.A0101	ERR1883418	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883430	ERR1883436	ERR1883438	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE012.A0101	SRR059389	SRR059455	SRR059917	SRR060358	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761677	SRR1761682	SRR1761688	SRR1761698	SRR1761705	SRR1761721	SRR1804664	SRR1804823	SRR1929408	SRR1930121	SRR1930123	SRR1930141	SRR1930145	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101
Prevotella intermedia	15814	0	14371	10324	13708	11124	97770	48744	46645	30587	42622	0	85351	138512	97106	11009	5868	102376	887	20282	2466	126531	34358	13266	12348	19850	11248	5244	12085	3709	8411	12540	0	25377	48372	2310	6411	19905	668	13584	16080	43814	7678	0	2425	3316	0	17472	3658	9990	13736	19556	2810	13127	1404	33391	7324	61393	76428	0	3461	5554	0	0	2005	7096	0	238	0	2684	1206	3419	0	0	0	0	0	905	0	0	0	0	1293	4766	1115	0	0	3513	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	53677	47162	22968	0	0	0	0	14430	9516	1937	0	10367	0	30862	31572	0	1879	1951	2093	2090	0	0	0	0	3327	34089	5297	2577	0	9287	15748	16735	16753	6519	0	0	3296	2963	2566	0	184997	14232	9740	16336	4691	15515	221231	6519	48508	14599	0	23030	37443
Prevotella jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2287	0	0	0	0	0	6470	953	0	0	0	0	0	0	0	0	0	0	4056	0	0	0	0	0	0	0	0	0	0	5307	4748	4341	0	0	7913	2818	0	1165	0	0	0	0	0	0	0	0
Prevotella loescheii	57093	0	62060	37985	53771	36125	423338	178316	180079	93896	156049	0	253849	11014	9024	21117	7422	128516	931	20647	1930	101930	10301	2675	41297	15490	14509	34733	6241	2423	6010	10908	0	8013	9750	0	31770	10734	0	21006	14617	66516	8077	0	0	3135	0	4054	2772	15308	13977	9296	0	11596	0	26340	30743	29961	15058	3764	0	2426	0	0	0	8648	0	407	0	0	433	1269	0	0	0	2803	0	0	0	0	0	0	1978	15148	2602	813	2842	7669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24521	0	406336	147815	154552	0	0	0	0	12008	16436	2981	0	83384	26645	30528	5886	0	0	0	0	0	0	0	0	0	0	2128	0	9988	2732	0	0	0	0	0	0	0	0	0	0	11419	9947	8993	0	0	0	80991	263746	8348	47683	28996	31146	83606	23875
Prevotella maculosa	3878	0	958	0	978	0	6558	0	3120	0	2594	0	7158	0	0	4491	745	16126	2567	66654	316	21572	0	0	1536	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	2058	0	0	3024	0	0	0	3823	0	5911	3587	3752	3603	0	3074	0	1627	0	20772	5747	0	0	0	0	0	0	4158	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7983	14956	12090	0	0	0	0	19756	15759	0	0	31211	0	20645	12893	0	0	0	0	0	0	0	0	0	0	9396	0	9541	0	0	3084	5997	4536	1446	0	0	0	0	0	0	24237	2326	64854	0	2851	79232	7490	16229	11848	1508	3785	41260	4769
Prevotella melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	3106	6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1784	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19699	9159	0	0	63836	0	108178	2182	11202	5083	5130	5700	5642	2656	0	0	0	0	14796	0	0	8264	2580	5061	7258	5426	2635	11034	5083	16020	14817	13249	0	4709	206486	19490	5125	2663	1926	23670	52827	10336	2387	0	4362	0
Prevotella micans	8585	0	2058	1433	1615	1454	13968	6602	5243	3760	5583	0	11508	4292	4436	0	1086	24776	534	14181	273	18635	2675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787	0	0	1229	0	0	0	3347	3403	2260	2432	0	2684	0	0	0	71472	6533	0	0	1498	0	0	0	4295	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5169	12682	7919	0	0	0	0	4157	0	0	0	13752	0	1757	787	0	0	0	0	0	0	0	0	0	0	4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7062	0	0	0	0	24923	0	5448	0	0	0	14580	0
Prevotella nanceiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9451	0	9712	1374	0	0	0	0	0	0	0	0	0	0	2543	0	0	0	0	0	0	0	0	0	0	10234	8867	8193	0	1803	0	7314	10917	0	0	0	14847	0	0	0	0	0
Prevotella nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	3521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6047	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8657	0	0	0	0	0	0	97168	52385	2120	0	5253	0	167507	200538	0	11988	12225	13361	13369	0	0	0	0	0	7701	0	14424	8199	0	0	0	0	0	0	1963	3432	3020	2927	0	45950	48780	21697	41966	23413	56483	288124	6843	2993	0	0	90758	0
Prevotella oulorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11398	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10807	16862	0	0	14302	0	49801	7872	2963	0	0	0	0	0	0	0	0	0	5604	0	8331	0	0	0	3839	0	0	0	0	2213	2010	1741	0	12596	0	126218	0	29788	17093	32436	25715	0	0	2775	6660	0
Prevotella saccharolytica	36675	0	10770	7455	9327	7501	73660	35212	31933	19580	30660	0	54130	11668	0	20134	3258	64908	2865	65332	2383	133597	5726	0	6325	8236	4001	0	4727	0	1680	4024	0	5442	6424	0	12771	2567	0	13575	8117	13895	21866	0	0	1603	2751	2753	6975	8283	8552	10809	0	5790	0	13541	17896	75119	15210	0	0	1768	0	0	0	11539	0	500	0	0	0	739	0	0	0	1541	0	0	0	0	0	0	993	3347	2202	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11961	133241	27485	98075	0	0	0	0	37775	7344	0	0	80820	0	17464	15991	0	0	0	0	0	0	0	0	0	0	4200	0	5801	0	0	0	0	0	0	0	0	0	0	0	0	53023	0	14413	9197	0	59815	22386	17529	0	8293	14240	48257	8217
Prevotella salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357	13189	0	0	3297	0	20429	1074	0	0	0	0	0	0	0	0	0	0	5605	0	0	0	0	0	0	0	0	0	0	3435	3244	2914	0	7474	0	2263	0	0	0	0	0	0	0	0	3165	0
Prevotella scopos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	3416	0	5091	1102	0	0	0	0	0	0	0	0	0	0	5853	0	0	0	0	0	0	2578	0	0	0	0	0	0	0	1691	8523	0	0	0	0	0	0	0	0	0	0	0
Prevotella shahii	0	0	1318	865	1333	967	8723	4024	4514	2690	3915	0	6840	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1798	0	0	0	1717	3091	0	0	0	0	0	0	0	0	0	1748	0	1121	0	1745	1553	8904	1065	0	0	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7274	6323	0	0	0	0	0	2952	2719	3173	0	4574	0	3278	6367	0	0	0	0	0	0	0	0	0	0	4565	0	0	0	3413	0	0	0	0	0	0	0	0	0	0	4725	0	2373	0	0	6545	3595	0	0	0	0	8086	0
Prevotella timonensis	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	3135	11196	0	0	0	0	6996	8964	4061	2610	0	0	2940	2656	2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4857	1339	2055	0	3082	0	11181	1959	0	0	0	0	0	0	0	0	0	0	11315	0	0	0	0	4952	3805	0	2703	0	0	2846	2686	2447	0	1319	4797	69142	0	102716	1407	7704	8514	0	0	0	3724	0
Prevotella sp. DNF00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10684	0	0	0	2472	5665	5547	5399	2387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. F0091	0	0	0	0	0	0	0	0	0	0	0	0	0	4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937	4850	0	0	4588	0	9237	2219	0	3900	4138	4663	4427	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	3116	2829	2549	0	20021	11214	2283	0	0	3395	3354	2880	15157	0	0	0	0
Prevotella sp. HJM029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	4777	1227	0	0	0	0	0	0	0	0	0	0	4846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1822	0	10326	0	2502	2213	3503	2336	0	0	0	0	0
Prevotella sp. HMSC069G02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2737	2076	0	0	0	0	5953	13075	0	0	0	0	0	0	0	0	0	0	1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5912	2795	9721	0	8383	5611	8873	7193	0	0	0	4688	0
Prevotella sp. HMSC073D09	11075	0	2906	1851	2757	2046	19631	8489	8882	5307	7604	0	15066	9497	7359	7299	1804	35151	714	17118	1083	63625	3253	3531	3517	1789	2875	0	1419	0	1607	1861	0	2464	2545	0	5613	3662	0	3674	6593	10783	6667	0	1601	1480	0	3713	4163	5193	4750	11018	1228	4862	0	6555	4216	33954	4241	0	2093	5907	0	0	1801	3596	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7456	16213	6483	0	0	0	0	109710	51355	62281	0	19636	0	36213	84738	0	0	0	0	0	0	0	0	0	0	1800	0	2489	0	0	0	0	0	0	0	0	0	0	0	0	76251	0	40448	51830	0	76099	73306	0	6192	2791	0	17095	0
Prevotella sp. oral taxon 299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205	549	0	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555	0	0	0	0	0	0	0
Prevotella sp. oral taxon 317	14059	0	3690	2191	3651	2496	24970	9864	12445	6479	10030	0	23750	13860	11295	10283	2373	46138	963	22169	1392	81392	4252	5277	4234	2549	4425	0	2129	0	2420	3043	0	3158	3485	0	7734	5542	0	5570	9653	16557	9411	0	2142	2258	0	5585	5866	6979	7187	15716	1798	7068	0	9949	6293	61482	5591	0	2794	7854	0	0	2511	4263	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	2342	963	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30083	18816	10687	0	0	0	0	42328	54107	68621	0	25564	0	41608	96009	0	0	0	0	0	0	0	0	0	0	2258	0	2956	0	0	0	0	0	0	0	0	0	0	0	0	74523	0	104966	41442	0	76757	10807	0	8159	5538	2436	18820	0
Prevotella sp. oral taxon 472	55445	0	59771	36420	50638	34095	403677	169278	171586	88303	146788	0	242216	9726	7935	19743	7300	122054	790	18988	1821	98165	9430	2338	35924	14167	12201	29835	5460	1930	5238	9869	0	7071	9017	0	27665	9579	0	18522	13083	62233	6690	0	0	2685	0	3478	2250	13274	12504	8315	0	10475	0	23319	27720	27891	13224	3410	0	2252	0	0	0	7717	0	323	0	0	0	1184	0	0	0	2530	0	0	0	0	0	0	1757	13393	2411	710	2597	7050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23176	0	402955	134420	155258	0	0	0	0	12933	15651	5744	0	85272	25878	30415	9390	0	0	0	0	0	0	0	0	0	0	1571	0	10808	2840	0	0	0	0	0	0	0	0	0	0	10207	9764	8405	2910	0	0	78216	260130	8133	47479	27900	29269	85166	16045
Prevotellaceae bacterium Marseille-P2826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	176	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7129	0	0	0	0	0	6458	1977	11224	16976	17173	19043	19245	2013	0	0	0	0	1440	0	0	0	0	0	0	0	0	9933	3442	5062	4431	4039	0	6175	9547	2385	0	0	0	0	0	0	0	0	0	0
Alistipes finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129169	2193921	139446	113652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30797	2457	107308	0	0	0	0	0	0	0	0	0	0	0	2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tannerella forsythia	307570	0	126916	79842	114323	98682	855487	365931	382139	242460	349378	0	228009	1531868	1602237	737423	16830	380089	17926	490910	16521	1103829	173329	149618	489634	118947	153853	25950	473576	60911	83556	75554	881	263803	411784	162661	282070	263080	15627	164462	414318	420975	276325	0	153385	13951	29672	86433	423692	154997	129270	186422	224020	318437	633172	227757	105342	60565	168132	29049	174762	162240	20072	60790	197282	49893	0	4785	0	27839	53003	10181	18821	319	21891	2851	1264	3203	0	1627	0	0	109833	179248	81866	2278	1149	53872	0	0	317	345	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	34765	86223	343099	548709	29197	0	0	0	0	26608	58610	6690	0	4024	0	221711	5355	0	2012	2123	2206	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124030	5012	177973	0	0	30845	46695	0	1133626	56830	6171	70682	923404
Tannerella sp. oral taxon HOT-286	365311	0	36748	32447	38220	42027	236970	137266	123112	82774	108853	0	180717	59690	38426	17434	11959	340470	3776	141272	9183	751833	30100	33013	16583	52891	36327	11904	30180	8921	19240	82105	0	20090	12668	1745	158279	64403	667	46796	87243	246567	20894	0	3778	6571	8249	38346	12218	48494	16470	16589	1176	16850	0	55213	61251	109421	60122	7311	2479	14750	1358	1169	2438	41185	0	2505	289	1710	1795	987	248	0	0	10801	472	1187	0	0	555	0	3785	14811	2459	5838	1595	12252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46453	53780	150692	121199	78974	0	0	0	0	59142	51758	25066	0	316092	6971	201228	8216	0	1547	1602	1661	1781	0	0	0	0	0	0	0	82279	7862	0	0	0	0	0	3234	0	3131	2880	2562	27335	104346	0	352106	0	0	136261	331873	30428	91851	24816	27152	137797	38812
Bacteroidales bacterium KA00344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	8737	0	0	0	0	4374	11901	4654	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcicella aurantiaca	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga gingivalis	41513	0	75365	98785	43523	75417	520503	459552	150039	205898	248742	0	98765	3967	0	9942	9392	166264	412	9625	4052	219406	8317	0	10651	17547	3665	18917	2070	0	3528	8373	0	13245	9131	0	90620	6898	0	21888	11967	34366	1432	0	0	0	0	1648	0	6358	14011	6497	0	4413	0	5769	61639	51447	6729	23579	0	2468	0	0	0	44827	0	494	94	0	546	3347	0	0	0	6345	0	0	727	0	864	0	2398	35918	1268	0	2415	6599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692404	3040843	540072	271565	2814576	0	0	0	0	380683	120883	560501	192409	245450	245931	103875	33632	45468	0	0	0	0	0	0	0	0	0	0	0	141407	206030	0	0	0	0	0	6919	1928	8511	7728	7065	881213	296995	17364	399979	996305	132924	238446	474846	92598	287206	98059	323191	252316	897221
Capnocytophaga granulosa	88266	0	6824	8569	7999	13512	47759	40232	27521	36216	31269	0	53490	0	0	10778	16553	327462	2589	64958	13345	840676	8811	0	11077	14069	4266	27092	1548	0	2104	3826	0	5147	2592	0	26085	11646	0	12702	22652	8839	2133	0	0	0	3612	2662	0	10386	9377	9707	0	3831	0	11803	85458	26987	4343	4256	0	2061	0	0	0	61618	0	1352	0	0	0	1443	0	0	0	2190	0	0	0	0	540	0	1507	13178	1864	0	586	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319850	94492	286187	436414	104078	0	0	0	0	27758	31075	78645	49185	556108	84119	109002	7468	5862	0	0	0	0	0	0	0	0	0	0	0	209687	15590	0	0	0	0	0	0	0	8609	7633	6992	222927	185489	19270	52138	425341	6768	216609	1149539	54886	336293	49775	385444	297332	61473
Capnocytophaga leadbetteri	16202	0	19407	21784	12062	18659	133613	101374	41801	51065	58702	0	30567	0	0	4021	5808	95797	507	10723	1408	73992	2976	0	4046	7484	2311	6791	2095	0	0	1769	0	3039	9975	0	8982	3746	0	5952	4700	17389	0	0	0	0	0	1033	0	3874	8571	1365	0	5388	0	4133	17597	83398	3673	6658	0	0	0	0	0	9596	0	246	45	0	0	880	0	0	0	4436	0	0	0	0	0	0	709	6147	0	0	1587	1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288476	557924	372838	120583	474698	0	0	0	0	192141	108211	59308	50236	171676	68177	100540	9156	13438	0	0	0	0	0	0	0	0	0	0	0	149118	194542	0	0	0	0	0	2972	0	5058	4729	4079	75802	133010	9689	59516	478329	2605	99384	198309	36128	133950	57243	458584	148933	243706
